HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.review_id_0,Input.business_id_0,Input.text_0,Input.len_0,Input.label_0,Input.review_id_1,Input.business_id_1,Input.text_1,Input.len_1,Input.label_1,Input.review_id_2,Input.business_id_2,Input.text_2,Input.len_2,Input.label_2,Input.review_id_3,Input.business_id_3,Input.text_3,Input.len_3,Input.label_3,Input.review_id_4,Input.business_id_4,Input.text_4,Input.len_4,Input.label_4,Approve,Reject,complete-time-0,complete-time-1,complete-time-2,complete-time-3,complete-time-4,start-time,worker-platform,worker-language,worker-local-time,end-time,Answer.label_0,Answer.label_1,Answer.label_2,Answer.label_3,Answer.label_4,is-correct_0,is-correct_1,is-correct_2,is-correct_3,is-correct_4,total-correct
3EQPA8A374WTB1GO2PKGKMZNB8NJZG,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:54+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:54+00:00,,,36WLNQG78ZAS47PA8CYNP8BF5ICBEX,A1ENE99INLYD1G,Submitted,2020-11-09T15:52:53+00:00,2020-11-09T15:59:20+00:00,2020-11-16T15:59:20+00:00,,,,387,0% (0/0),0% (0/0),0% (0/0),ir6jDYCWq70NJDoeSkRHyA,zlByh9wOvas8vu8CwZV7pQ,This is the best Home Depot I have been to. The pro desk staff are very helpful and friendly. The store is always clean. They even knocked down a price on some outdoor furniture for us. The most important thing is that Home Depot offers a military discount!,48,None,gkqAvSB08ZZQX82seZ6_EQ,PBKysA_qoMpn_IlYXJ7yYg,Beyond nice and friendly! Very nice and clean without being overly sterile. Met the owners and they were extremely concerned with their customers as well as those they were not 'in charge of'. Definitely will be going there from now on and will recommend it to anyone and everyone.,49,None,HgWRpYGiV-gDPDORWXhLcQ,rLZTY8U-yVUgPuJqx5xRNg,Went here for the first time today. We will never go back! The place was busy and no room to move. There wasn't anyone to help us either. Don't waste your time. Go to the place Nextdoor called Fireworks Supermarket.,42,None,OPmfb7hrqhAnZToUN4eMNw,9gXhs9peDtrjWGdUlytYog,"It is what it is, a gas station burger place.  Slightly better than a gas station microwave burrito but not much better.  Made our stomachs hurt but at least I know where to go if I am constipated.  I was going to give you 3 stars but the employees working without gloves lost you a star.",56,Restaurant,SvSumI_IxJXnCbFO_ySg2Q,Gc9WtWltO4Wviv2sxdAZsw,"Look for Desiree, she is a barista at the Starbucks in Target. She is funny, friendly, welcoming and extremely helpful! Makes the best ultimate caramel frap, and pumpkin spice latte. We asked her to spell our names weird and she actually came up with some pretty great ways to spell them.",51,None,,,2020-11-09T15:59:16.829Z,2020-11-09T15:59:06.278Z,2020-11-09T15:59:10.757Z,2020-11-09T15:59:01.734Z,2020-11-09T15:59:20.493Z,2020-11-09T15:52:53.878Z,Win32,en-US,Mon Nov 09 2020 10:52:53 GMT-0500 (Eastern Standard Time),2020-11-09T15:59:20.493Z,None,None,None,Restaurant,Restaurant,1,1,1,1,0,4
3TY2U1TEB7A3BMBKK3HUWSBXSAAJJV,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:42+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:42+00:00,,,36V4Q8R5ZK0DK1JC8SJWX5BN0K4MQ9,AND1FYBQ3829O,Submitted,2020-11-09T15:54:40+00:00,2020-11-09T15:58:40+00:00,2020-11-16T15:58:40+00:00,,,,240,0% (0/0),0% (0/0),0% (0/0),Mr3P7XS7WSj7YxglTBGPeA,9ztyo6n0TWSo7RZa_s4g0A,BR Diamond designed and created our wedding bands (Brian) for our (same sex male) wedding.  It was a wonderful experience with extremely fair pricing.  The weight4weight exchange on the gold made the price even better. <br/><br/>Brian took lots of time to get our design just right and we have matching bands that are unique and eye-catching.,57,None,FK80yBRE_ToduLUFIovW9g,bte91zhh1rTqMvlI-3mS4Q,"REALLY great value! I have tried a lot of their dishes, and have never been disapointed. Always fresh and always tasty.They sometimes have lobster. Have you ever had lobster in thai curry sauce? AMAZING!!! <br/>I just love this little restaurant!",41,Restaurant,Any1zMJ1rKjjljZpKEs1tg,RFZWLw5KlwVQxHPL0MsSYw,"They do not do chrome. They only do a select types of plating. Make sure you call before you go. Also, be advised this place is located in a rough part of the city. Lots of homeless walking around. Might leave the family at home.",45,None,RmHURg_bwGJ8oMPGXqDeXA,1E9Ewt8cQ1SmaSMo7Cm0Yg,I just had my wallpaper done by Jimmy and let me tell you. He has some of the best costumer service I had ever encountered. I'm not just saying that because he did a good job. He's just a people person.,43,None,6ZCo-Q-kSZzjY6p-oAbSMA,j075ERyBlOEmAzLeou6nlg,I could wash and wax my Tahoe in the time it takes them to do a horrible job. Very disappointed in the quality of service that has become standard at this location. Don't waste your money or time coming here.,41,None,,,2020-11-09T15:58:40.717Z,2020-11-09T15:58:34.286Z,2020-11-09T15:58:28.458Z,2020-11-09T15:58:37.651Z,2020-11-09T15:58:31.582Z,2020-11-09T15:58:24.291Z,Win32,en-US,Mon Nov 09 2020 23:58:24 GMT+0800 (China Standard Time),2020-11-09T15:58:40.717Z,Restaurant,Restaurant,Restaurant,None,None,0,1,0,1,1,3
3XU9MCX6VOCK3EWPLNKBZ2B70GIR28,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:52+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:52+00:00,,,3FDJT1UU748T1R0B3OIDKHOSFJMK5P,A29164RS4Q3JNI,Submitted,2020-11-09T15:53:57+00:00,2020-11-09T15:54:40+00:00,2020-11-16T15:54:40+00:00,,,,43,0% (0/0),0% (0/0),0% (0/0),gfWt5CErW-Yi5TV2zWP4nQ,ApDQuqBm37kISQ0mulaQoQ,"Typically I don't get gas or even stop at stations so close to the freeway, but this location was so easy to access both in and out. Prices were decent and was in a wide open parking lot. Multiple gas pumps and no trouble finding a spot to fill up. In and out in under 10 minutes.",58,None,1zj-Vy2Kz0-B8WUiGYT1ag,oJZNHz5UUVUgrZwVBVlpYw,This is my favorite place to go for some afternoon tea. The Jasmine Pearl is what I order everytime we go here. I love the smoked salmon topped with oscietra caviar. The smoked chicken waldorf salad on bread wasnt that bad either. I wasnt a fan of the scones or desserts.,51,Restaurant,mvtK_2MfRsF2DA9MQFvMRA,bUiyi2_iMb47WhGcXbWFGw,Terrible location. We paid for pack and ship service. They literally threw everything in a box without protection. Items came in broken. The joke of the UPS claim process didn't cover anything. We got charged 90$ for a pick up service along with a pack and ship just for them to do that. Totally ridiculous.,56,None,ntHJqaZ88oElb4Ppckp4ag,Sp32-I-Ej0CBVJvFCghyPw,This place was great. It is very big on the inside. It use to be a small mom and pop type only 2 lanes now it has two whole sides with what seems to be everything. Service was good and friendly,41,Restaurant,I9NRsHc6YvW05nL8r9V6SQ,abjddNYeuDiRCfIVpHRwsw,"Ordered a fruit vase from here. For the price is wasn't worth it. It came with chocolate covered strawberries, pineapple and cantaloupe, some grapes and honey dew. All of which were not ripe and not flavourful at all. <br/><br/>Bang for buck it's a total waste of money. But it's the thought that counts!",56,None,,,2020-11-09T07:54:38.251Z,2020-11-09T07:54:23.372Z,2020-11-09T07:54:28.121Z,2020-11-09T07:54:20.126Z,2020-11-09T07:54:11.123Z,2020-11-09T07:54:00.729Z,Win32,en-US,Sun Nov 08 2020 23:54:00 GMT-0800 (Pacific Standard Time),2020-11-09T07:54:38.251Z,Restaurant,Restaurant,None,Restaurant,Restaurant,0,1,1,1,0,3
34HEO7RUG6U98HRTY2DQ5KU5C4ARAF,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:54+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:54+00:00,,,3ZY8KE4ISJ3WAODLMKKNK1U0RDGQVU,A1VPJFCJDIXGW7,Submitted,2020-11-09T15:54:09+00:00,2020-11-09T16:03:03+00:00,2020-11-16T16:03:03+00:00,,,,534,0% (0/0),0% (0/0),0% (0/0),kylKz2x5UpSG9r_XbztZrg,A3FWKVUz-cFbh29Zi8zTXw,Love love love Jocelyne...she has been so helpful going above and beyond to get my upgrades in a quick and professional manner...She is an amazing asset to have and the most friendliest employee I have encountered at Sprint...thank you Miss Jocelyne...you rock,46,None,f_0eIHuv4mtJvzFYyNJ8gA,0SYfS38_-7Mt20x9jNph_Q,"Pretty big variety but I give this place 3 stars only because all the sauces I bought at the store I found online for 1/3 of the price. Yes I understand the store is on the strip so prices go up, but 2x 3x the normal price is robbery. If you're looking for hot sauces, purchase online!",59,None,CEieUmPtPu8bNKtBbUvFlg,OjzRLIuzVFWuzs8-ydeiHA,"Best repair and prices.  Had a ring with some diamonds that were lose.  Other quotes were $400 to $700 to fix.  They repaired for $150.  Have since taken several other items there and have been pleased--even gave me credit for gold not used when a earring was turned into a pendant.  They are honest, knowledgeable, and professional.",58,None,yAWKvE7gR23V9E-8BzSqVA,1hUvpPDLiVS7Ht2LPROFTA,"Made our first visit to Demetres.  Our server was not especially attentive however, our desserts were beautifully plated and delicious. We chose the Pommel Pilot crepe and a strawberry waffle which were both large enough to be shared by  four.",40,Restaurant,AFkhd2QG9kdBSNo3LeK6LQ,Iak9dFVLw37CLFzk2DPPrA,"Since you randown everything that's wrong with the vehicle. <br/><br/>Please list everything you did on the vehicle for $660.00! <br/><br/>The car was returned in the same exact state if not worse, $660.00 later.<br/><br/>This is an awful business. That is manipulative and will TAKE your money.",49,None,,,2020-11-09T16:03:01.149Z,2020-11-09T16:02:50.837Z,2020-11-09T16:02:54.961Z,2020-11-09T16:02:45.871Z,2020-11-09T16:02:42.245Z,2020-11-09T16:01:29.381Z,Win32,en-GB,Mon Nov 09 2020 21:31:29 GMT+0530 (India Standard Time),2020-11-09T16:03:01.149Z,None,None,None,None,None,1,1,1,0,1,4
3XEIP58NL0NZ6R4O5AWT01CFFXSLZK,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:42+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:42+00:00,,,386CSBG1OZMBVYYKLCCF89E1AKP6QJ,A1VPJFCJDIXGW7,Submitted,2020-11-09T15:53:54+00:00,2020-11-09T15:59:10+00:00,2020-11-16T15:59:10+00:00,,,,316,0% (0/0),0% (0/0),0% (0/0),GMSzMRc_68pUUNe6mBos5g,9ag0yuoDr56XwLrDohcGMA,Horrible customer service!! So bad I decided to leave my cart filled with New Year's Eve party decorations because of the employees attitude. Especially the young boy at the register. Train your employees before you let them handle customers! I blame management for the horrible service. You lost out on a sale Party City!!,55,None,u_phV8mUCtZ9AymjKIvoMw,WoYyi1JBh9v2GhFRoKhSVA,"I've been using Jerome for my 2006 Tacoma and my wife's 2008 4 runner and we are both 100% happy every time he works on our vehicles. He is always on time, communicates well and most importantly he fixes things right and at a great price. We both recommend him highly!!",53,None,X4LT08jKSo2lruEa-8BWpw,5jsEPkKUeGoV4WF0egOV4w,"This is a great park with many activities available:  restrooms, basketball courts, dog park, hiking, children's play area.  The best part of the children's play area is that it is 150% shaded ... extends beyond the play area into the ""grassy"" area.",43,None,sOHstMkG67LaQO_3qLJB7Q,7hXWFtmoJHz63SD8k56a_Q,If you like getting hit on by silver foxes all night and having to listen to shitty early 70s rock every time you go in then this is the geriatric place for you.. bar has some potential though the atmosphere sucks.,41,Restaurant,7B3MXgQUCtlZY2Db1yPCZw,z96ZA4o5B7fBE4iSh9wVVg,My local store. Usually well stocked. You can't beat the rotisserie chicken<br/>Very good meat  <br/>Store is clean and the staff is friendly and helpful<br/>The pharmacy is open to everyone. You don't have to be a member for that<br/>Customer service can be slow,47,None,,,2020-11-09T15:59:03.197Z,2020-11-09T15:58:41.974Z,2020-11-09T15:58:46.773Z,2020-11-09T15:59:07.866Z,2020-11-09T15:58:50.581Z,2020-11-09T15:58:05.407Z,Win32,en-GB,Mon Nov 09 2020 21:28:05 GMT+0530 (India Standard Time),2020-11-09T15:59:07.866Z,None,None,None,None,Restaurant,1,1,1,0,0,3
39HYCOOPKOLG98HDD48B9M81RK8MDO,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:52+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:52+00:00,,,34T446B1C0ECNM2ME5V3F3FTT22C0J,A3TUJHF9LW3M8N,Submitted,2020-11-09T15:53:13+00:00,2020-11-09T15:55:37+00:00,2020-11-16T15:55:37+00:00,,,,144,0% (0/0),0% (0/0),0% (0/0),OzvzbGub2H1ykF7-Mi3XhQ,cp1bGdor0sL9IqiRzGwS2Q,"Horrible Customer Service. I called to ask if the had youth football cleats, the guy said yes so I came in. No one was there to help and when I finally found someone, he said they don't have it. Then suggested other sports cleats because he said they're all the same.",53,None,vxo4DVOlRNJQiCgebbb5ew,flluA75p8BASAmtig00Ryg,Gas here was great but it was a bit cold for my liking.  This is not a tip but a review so I need to add more words. The gas was priced well. I was in the backseat so I don't know how easy the pump was to use. I like the smell of gasoline.,56,None,C349S0U0XxD3brjwxgUKxg,Go3C9oU_QpKIk6WoPHTJbw,"Just wow ! <br/>Owned and operated by japanese people, they know they stuff.<br/><br/>The tonkotsu broth is excellent and my favorite there is the red ramen, spicy but not too much.<br/>The extra noodle offered is a nice feature.<br/>Waiters are super nice ! <br/>Will definately keep on going there !",48,Restaurant,mBzacvok8Hc6gpuVML6gww,KYdtom3RyDt-3SWGwmJcQA,"This was the worst visit ever. No ice, all drinks in the fancy drink machine were flat, the counter where we had to pick one ice cube at a time was a mess and the paper towel machine in the men's bathroom was empty. I won't be back. The end.",52,Restaurant,1GIkpMAYVlFExz9DJ5XTrA,oBfw3JSSQO8Pyq-o2Chzkw,"I felt like I was in China.  The place was dirty and smelled like feces and had the weirdest most oddest things, (living and dead).   <br/><br/>I'm no pro when it comes to Chinese foodstuff, but I can tell quality and cleanliness in any grocery store.",46,None,,,2020-11-09T15:55:33.300Z,2020-11-09T15:55:27.226Z,2020-11-09T15:55:22.066Z,2020-11-09T15:55:36.960Z,2020-11-09T15:55:31.320Z,2020-11-09T15:53:14.249Z,MacIntel,en-US,Mon Nov 09 2020 10:53:14 GMT-0500 (Eastern Standard Time),2020-11-09T15:55:36.960Z,None,None,Restaurant,Restaurant,None,1,1,1,1,1,5
34O39PNDK68ERRWL4GDM0VEBUMVRBA,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:54+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:54+00:00,,,3C44YUNSI1PPGVCKVM54EAYJMAQDPR,AMGOMSMISUJJW,Submitted,2020-11-09T15:53:03+00:00,2020-11-09T16:02:23+00:00,2020-11-16T16:02:23+00:00,,,,560,0% (0/0),0% (0/0),0% (0/0),gPJ22JtRIN0hWU4KS9SY1g,E6Ne9ok_tHvZIeOdWeh40w,"Qver-priced, substandard food.  Never met a cheeseburger I didn't like-- until now, (NOT a 1/2 lb.).   Small portions of tired, room temperature ""fry-pieces"",  burnt bacon, chicken tenders so hard, they couldn't be penetrated with a fork.  Mediocre service;  didn't bring kids meal cookie.  Waste of $$$!",51,Restaurant,d8KaaTmMf04OD9MK_7Ns1g,3fRRzgNdmGS4F7FiSBtRKw,"Great service, Fair prices, Super portions, ALL of the flavor.  Ollie's is a must have if your in the area. They also have a larger than normal menu that can satisfy a family and friends get together or office party!  See photos",43,Restaurant,6bhvSQYeGWItzcs6VskadA,Hczhdd9PMny1lYX98Ji7bA,I was visiting from out of town and found this place on the HappyCow app.  I had the chorizo fries and carnitas tacos. Good flavors and plenty of food. The place was extremely clean and they were very attentive. Added bonus that they recycle and compost.  Its good that there are more vegan options.  I'd definitely come back.,59,Restaurant,Od-9XvD44gfK8fIy5agmZg,FhLkJcFWZmljl9DtmVb_Bw,I don't get it either. And that poutine! Worst poutine ever! Rubbery grated mozerella with some of the meat from the sauce on top and the fries bathing inwhat only can be described as brown hot dog water.<br/><br/>No no no no no.... Never again.,46,Restaurant,kWv2uqEL-XgHSQrWtFJ3Wg,PTAFzZDDMw0pvUe-mLtYPw,Absolutely love this salon. It's beautiful and all the staff have been very friendly. I have been going to Melissa Maye for awhile now and would highly recommend her for your services. She has amazing ideas and so easy to relate with :) BEST SALON hands down!!!,47,None,,,2020-11-09T16:00:15.873Z,2020-11-09T16:00:31.600Z,2020-11-09T15:59:40.897Z,2020-11-09T15:59:51.496Z,2020-11-09T15:59:25.052Z,2020-11-09T15:58:34.058Z,Win32,en-US,Mon Nov 09 2020 09:58:34 GMT-0600 (Central Standard Time),2020-11-09T16:00:31.600Z,Restaurant,Restaurant,Restaurant,Restaurant,None,1,1,1,1,1,5
3V8JSVE8YYQLVVKRS2769ZDT06NEYZ,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:52+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:52+00:00,,,31EUONYN2V3TPC0577SJVWZ0CCXVOQ,A1FYWSPNO7KN1O,Submitted,2020-11-09T15:52:24+00:00,2020-11-09T15:52:57+00:00,2020-11-16T15:52:57+00:00,,,,33,0% (0/0),0% (0/0),0% (0/0),HLKtpW0foG2QnfI0Js3WzA,Gff2MXcU6rBHJ06esfx9jw,I was fortunate to receive the services of Roto Rooter Sewer and Drain of McFarland. I had a complex drain delemma which was difficult to solve. Thanks to experienced technicians they we're able to detect and fix the problem. The technicians we're courteous and efficient. I highly recommend this company as they provided extraordinary service. <br/><br/>Nancy H.,59,None,8tvXbC-n4_SguUsNMNLlLw,fYx88Ko0SlSkvUkb1jZouA,Barista saw my name on my app and wrote it on my cup so nice to see employees pay attention to the little things . Girl on register was amazing in customer service . Wish I knew her name it happened at 10:25 am on 8/9/2019<br/>If that helps .,50,None,5M0Bc26xBB8suH8E60bIJg,C2mqIEnUWeo1UOcW00nWtA,It was awesome. Had dinner here on 08/02/12.  We ordered the veal amaretto and the Filet with the Cajun butter. Both were cooked perfectly and were delicious. The service was also exceptional by our waitress Kim  We definitely will be back and will recommend it to friends and family.,51,Restaurant,v7K-UEWhdocVCTjQNY_qtQ,DCnU_ehDedwPMJLKlOECuw,"Great as far as a Panera is. Fresh baked breads, muffins, cookies, bagels, soups and sandwiches. My go to place at Settlers Ridge for a quick lunch of a whole wheat bagel, jelly and that delicious, rich French Roast they serve here.",42,Restaurant,y6aTc7UacdLWwKruXsg2sQ,HewQZ7hyegytoABzApyUiA,"The second time they forgot to give my tortillas. I get home from all the traffic then when I check my food the order is incomplete. Then when I call them to tell them, they don't pick up their phone. Very bad service for the second time",48,Restaurant,,,2020-11-09T15:52:43.494Z,2020-11-09T15:52:56.719Z,2020-11-09T15:52:46.702Z,2020-11-09T15:52:35.063Z,2020-11-09T15:52:38.791Z,2020-11-09T15:52:24.951Z,Win32,en-US,Mon Nov 09 2020 09:52:24 GMT-0600 (Central Standard Time),2020-11-09T15:52:56.719Z,None,Restaurant,Restaurant,Restaurant,Restaurant,1,0,1,1,1,4
344M16OZKIFRJWGDL0YVSJFMWMJEN9,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:42+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:42+00:00,,,34S9DKFK73PSBLVYB3FQN63P4JVNYD,A2A1E54KP5OOWJ,Submitted,2020-11-09T15:53:44+00:00,2020-11-09T16:03:18+00:00,2020-11-16T16:03:18+00:00,,,,574,0% (0/0),0% (0/0),0% (0/0),MKpANFnwVQOLYpSfOJ8LOw,HiUSB5_OqtN_DKJST3JZmw,"Great New Spot in on Dundas, decor is well done. The basement wine cellar was hit with our table. The food was on point... Octopus was awesome. Great tunes as well. Its new they are working out some kinks, we are definitely heading back. Everyone enjoyed it",47,Restaurant,SFx7LSiL6xXwaKEbHKoKDw,A2wkSdxLTm4VXrLdgfF98g,"Nice Small park in a fantastic location. Clean. Management is nice and helpful.  The club house, pool room, hot tub & pool areas are clean, updated and well kept.  We were in a much larger park before and moved to Hacienda because of the location, size and management!",47,None,3x1CQZ8d3ofd0fD3WljW4Q,sisOo0kbIhPWC1MkEYrBMg,"Luke is a great contractor and did a great job renovating one of our bedrooms. He installed a dormer with a window, expanded a closet, subcontracted out some custom built-in cabinet/drawer work, and overall did a great job.",40,None,mh6zw7R32k5qLPkrkkmFBw,rd0_uGvtSq_qcciZWcpjBg,This place sucks for a pizza places. There wings are small with no meat<br/> Pizza had to much oil and feels like your going to have a heart attack.<br/>I rather cross the street and go to dominos then eat from here again. <br/>Cheap food yes but the quality isn't there.,52,Restaurant,Y8URL0YJBjT2xSJPhZ70tQ,UWzIhhz8VaY1jv3VkpejcA,"I am very thankful for the customer care I received at this storage facility, the manager and her husband went over and beyond to help meet my needs. Very, very clean place! Thank you Green Valley Storage (Kens Court location)!!!",40,None,,,2020-11-09T16:03:15.761Z,2020-11-09T16:03:10.169Z,2020-11-09T16:03:07.441Z,2020-11-09T16:03:05.026Z,2020-11-09T16:03:12.186Z,2020-11-09T16:02:57.930Z,Win32,en-US,Mon Nov 09 2020 21:32:57 GMT+0530 (India Standard Time),2020-11-09T16:03:15.761Z,Restaurant,Restaurant,Restaurant,Restaurant,Restaurant,1,0,0,1,0,2
34R3P23QHS1TQ0GT32XO95PQHEFHWJ,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:54+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:54+00:00,,,33UKMF9319KUPC1OYTE3OOH2EZZTTV,A3S17G38R4V8FR,Submitted,2020-11-09T15:54:27+00:00,2020-11-09T15:56:13+00:00,2020-11-16T15:56:13+00:00,,,,106,0% (0/0),0% (0/0),0% (0/0),dTqC8ho9Mkyh0Hs8ZZXtww,Dc6sziup7lOog8kyLkbdng,I used to go here to get my eyebrows done by this one girl and now there's this new other girl who's doing eyebrows and she WAXED PART OF MY EYELID OFF LIKE WTF SIS. NEVER COMING HERE EVER AGAIN.,42,None,65-5YzMjO5lyjy_hitnl3g,rNahWvWn2ZR7o3gegaf7QA,"Awful.  Have eaten here 5 or so times over the past 10 years....awful.  Keep giving it another shot just in case it has improved and it has not.  Cannot for the life of me imagine why people go here on purpose.  Food is often cold, overcooked, not fresh.",49,Restaurant,vDGNjaJPfD3K-GRC3SgoyA,-vDDh94UcgxSNjMzi4UDBA,Had seen this place many times when in Lakewood but I never stopped as I had usually just eaten dinner elsewhere. Today I was in the area for lunch and decided to stop.  Glad I did! Food was excellent and all of the staff was very friendly. The spicy sauce for their falafel? Sooo good!,55,Restaurant,E5LxbHmYRJB4rPruIrY9Og,GyGPQwR3HU4-ljwitf5ibA,"I use to love this place.. This was a hidden gem....however change of management, food quality gone down by alot... Lost its freshness.. Pies are old and cold.. Pasta are microwaved... Sad to see this place go down..<br/>Recommendation bring the old chef back..",45,Restaurant,D4Lp4dqK39LVORxOVpJlEQ,JIG5xGUdWbaaPeo3MDonYg,"Ordered a dry dirty gin martini. Very good. My wife ordered a lemon drop which tasted like a lemon rind. She being a bartender herself, was disappointed. Our bartender absolutely ignored us for her sugar daddy sitting at the bar. It's ok. We had our cocktail and now off to see Rock of Ages.",55,Restaurant,,,2020-11-09T15:55:46.674Z,2020-11-09T15:56:05.033Z,2020-11-09T15:56:01.217Z,2020-11-09T15:56:11.545Z,2020-11-09T15:55:52.721Z,2020-11-09T15:54:28.640Z,Win32,en-US,Mon Nov 09 2020 18:54:28 GMT+0300 (East Africa Time),2020-11-09T15:56:11.545Z,None,Restaurant,Restaurant,Restaurant,Restaurant,1,1,1,1,1,5
33P2GD6NRNS2V0MCEOELLUVVU76HKN,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:52+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:52+00:00,,,3L6L49WXW0X8NPB8IWVXD0ZWIXW54K,A1AYL5V5GI9HC1,Submitted,2020-11-09T15:52:33+00:00,2020-11-09T15:53:13+00:00,2020-11-16T15:53:13+00:00,,,,40,0% (0/0),0% (0/0),0% (0/0),H9Jw01FKTILpBsIwNG6vvQ,c0mqmFUNQKE0APAF1r9Ezg,"My two years of undergraduate Computer Science studies caused irreparable damage to my mental and physical health and well being that continue causing me serious, chronic health problems to this day. This university will literally damage your life. Please don't go here.",43,None,ZbOLUlAbZcbB7AQY5N1cJA,eQLerv31Lp3az7eBQqpHoA,Terrible customer service (if you can even call it customer service)  From start to finish it was bad.... The pro shop being the worst. Followed by the sprinkles running with no one to shut them off on at least half the holes. Take your money elsewhere. ..To many other courses to play with much more customer oriented staff....,58,None,TWNoMVq8l_DIL8gwv-6Cnw,pWNNenFD_J-00LPrP37qHA,"I was really hoping this would be a great bagel place. it has all the necessary menu items, friendly staff, and modest location. Too bad I had the worst bagel I ever tasted. The dough was a bad texture with a strange flakiness. The bagel was very bland, and the ingredients in my breakfast bagel were under-seasoned.",58,Restaurant,-XYpceo9-Ral5RHZivJQuA,CysFFLf1G7MmHV2uoK6Phw,This establishment is affiliated with liberty clinic. This location is liberty clinic but Toronto colonic also uses their facilities from my understanding. I was very disappointed with the service I received from liberty clinic but Toronto colonics called and apologized  and cleared up any misunderstanding. I appreciate the receptionist from the Sheppard location offering to forward my concerns.,58,None,WM-rM5MgLXOGv6eqSLyrNA,9V5SHYKWhiPXLG7Q36r0-A,Purchased sheets from Nadia and they are absolutely amazing!  These are some the softest sheets I've ever had. I definitely recommend purchasing from her. She has great energy and makes everything so convenient!  Proud of my purchase :-) I will be purchasing more :-),43,None,,,2020-11-09T15:52:43.068Z,2020-11-09T15:53:03.805Z,2020-11-09T15:53:10.917Z,2020-11-09T15:52:55.037Z,2020-11-09T15:52:51.150Z,2020-11-09T15:52:33.288Z,Win32,en-US,Mon Nov 09 2020 07:52:33 GMT-0800 (Pacific Standard Time),2020-11-09T15:53:10.917Z,None,None,Restaurant,None,None,1,1,1,1,1,5
