HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.review_id_0,Input.business_id_0,Input.text_0,Input.len_0,Input.label_0,Input.review_id_1,Input.business_id_1,Input.text_1,Input.len_1,Input.label_1,Input.review_id_2,Input.business_id_2,Input.text_2,Input.len_2,Input.label_2,Input.review_id_3,Input.business_id_3,Input.text_3,Input.len_3,Input.label_3,Input.review_id_4,Input.business_id_4,Input.text_4,Input.len_4,Input.label_4,Approve,Reject,complete-time-0,complete-time-1,complete-time-2,complete-time-3,complete-time-4,load-time,start-time,worker-platform,worker-language,worker-local-time,end-time,Answer.label_0,Answer.label_1,Answer.label_2,Answer.label_3,Answer.label_4,is-correct_0,is-correct_1,is-correct_2,is-correct_3,is-correct_4,total-correct
3YKP7CX6G2F498C6V2FGVENBUPHB76,3XDA6L0PG0OMZKEWB2P3IUL28BSCWD,Classify business reviews into one of five classes,You will see a review describing a business. Your task is to decide which of the business types most closely matches the business described in the review.,"text, classification",$0.15,2021-01-12T14:24:35+00:00,1,BatchId:4300892;OriginalHitTemplateId:929448123;,120,604800,2021-01-19T14:24:35+00:00,,,3SNVL38CI4SE0C9QIY5LYNU2HJNCKG,A3P8KH197E4DOB,Submitted,2021-01-12T14:27:34+00:00,2021-01-12T14:28:34+00:00,2021-01-19T14:28:34+00:00,,,,60,0% (0/0),0% (0/0),0% (0/0),uNx6mc4JZ9JqqMnKFMysQA,iYtTCEZk8iwNX2-mDeA2kQ,"I would definitely recommend Mr. Handyman of Western Dane County. I worked with them in the past. I am no longer in the area but spoke with the owner over the phone about an issue and he helped me troubleshoot. He was very nice, responsive, and knowledgeable.",47,None,eT8pbdnxd2Up949Dcj7VJQ,3PNEex6HoDuE4S6k8k9mZw,"I've had multiple cold shoulders, pinched nerves in my back and stiff necks. I've been coming here for multiple years and every time I have left with relief and great advise on how to prevent these from happening again. Very respectful staff and Brian does great work.",49,Health & Medical,4b6-XgqzoDW2xKk7ssNarA,aB0BOZXoqWbE2TngfbCRDQ,"Love my local dentist. The staff is nice, accommodating and always have on a friendly face. They have fast, swift cleanings. They are quite upfront about cost which is nice and makes me feel confident in what I am getting done.",41,Health & Medical,zJ1kQ2_aJv0LIbWoXCTr6A,Gtd_yCQiFHwufg9PnqI8tg,"Love my lady Leanna at Slick Nails! I have visited several nail salons in the area only to be disappointed in the results. Leanna takes great pride in her work, is thorough and doesn't rush. My nails have never looked better.",42,Nail Salons,3_tSu0pQGYSh5RkMx5ZhTg,7MkbJAupR2GP6sJ_B1IuNA,"I recently moved to the area and wanted to check a few places out for my manis and pedis.  This was my first spot, and I am not looking any further. Their customer service is great. The prices are very affordable. Chairs are comfortable. I am definitely going back soon!",50,Nail Salons,,,2021-01-12T14:28:08.954Z,2021-01-12T14:28:02.286Z,2021-01-12T14:27:57.567Z,2021-01-12T14:28:34.329Z,2021-01-12T14:28:13.928Z,2021-01-12T14:27:40.926Z,2021-01-12T14:27:45.574Z,Win32,en-US,Tue Jan 12 2021 06:27:40 GMT-0800 (Pacific Standard Time),2021-01-12T14:28:34.329Z,None,Health & Medical,Health & Medical,Nail Salons,None,1,1,1,1,0,4
3MWOYZD5WVODVNT2FE1RXV90135NOX,3XDA6L0PG0OMZKEWB2P3IUL28BSCWD,Classify business reviews into one of five classes,You will see a review describing a business. Your task is to decide which of the business types most closely matches the business described in the review.,"text, classification",$0.15,2021-01-12T14:24:35+00:00,1,BatchId:4300892;OriginalHitTemplateId:929448123;,120,604800,2021-01-19T14:24:35+00:00,,,3WAKVUDHUWGMRRJ6LV1COOBMIZUU72,A13OMD8QDV0YON,Submitted,2021-01-12T14:27:52+00:00,2021-01-12T14:28:26+00:00,2021-01-19T14:28:26+00:00,,,,34,0% (0/0),0% (0/0),0% (0/0),h0YiARgPUlnCbwPd30pQpQ,qLbAG1Oll0PDCF-UEVNhUg,"Rachel is now not only my go to massage lady but she has become such a great friend, our long chats during massage but ultimately she gives a killer massage! She is awesome at what she does and I am so happy. Call her if you ever need a massage ! You will be so happy you d",57,Health & Medical,WKw1MONbyd9Gf5kADvfZiA,kyDmVbCJPnv9xf5TZO8crg,Jesse is phenomenal as a stylist and colorist. Top notch skill and fabulous attitude. My daughter met him last time I went in and now she wants to get her hair colored by him. His energy is contagious and he knows his craft. I do not need anything more.,49,Hair Salons,ADXXROchBk_CpY-E0WNObw,56i3gl5ZVrwfjUArcaVp-g,On 7/9/18 went to the store to make a purchase. Two workers in the store did not ask if I need help. I noticed that they were not helping the two other customers in the store either. The workers were sitting around gossiping. I made purchases at other retailers who greeted and helped me.,56,None,DNFVqGxbukR7nzEWzCSfoA,U8kRqove7T20C9oFQi8nCg,"Five stars for this compassionate, wonderful group of people. Sabrina the RN was the nurse for my dear friend laid to rest today, she and her great team came to the service and told her story. Trish (sp) also came and a couple others. Speaks to their wonderful care.<br/>Thank you so much for what you do.",57,Health & Medical,g3SYBQ-2Gw_ZqTIgZA9dMA,qjPfDOk-fILUIR0t11Obeg,"Me and my kids love coming here Thiago and his team are fantastic.  Great workout for me in the mornings, and tons of fun for my kids in the evening (and the bonus is that both my kids go to bed every night after BJJ).  I recommend to all ages and abilities.",52,Fitness & Instruction,,,2021-01-12T14:28:09.514Z,2021-01-12T14:28:25.322Z,2021-01-12T14:28:14.386Z,2021-01-12T14:28:17.851Z,2021-01-12T14:28:22.105Z,2021-01-12T14:27:57.258Z,2021-01-12T14:28:01.322Z,Win32,en-US,Tue Jan 12 2021 08:27:57 GMT-0600 (Central Standard Time),2021-01-12T14:28:25.322Z,None,Health & Medical,None,Health & Medical,Fitness & Instruction,0,0,1,1,1,3
3SBNLSTU6U5G8FGWSTY5HO4A736DZ7,3XDA6L0PG0OMZKEWB2P3IUL28BSCWD,Classify business reviews into one of five classes,You will see a review describing a business. Your task is to decide which of the business types most closely matches the business described in the review.,"text, classification",$0.15,2021-01-12T14:24:35+00:00,1,BatchId:4300892;OriginalHitTemplateId:929448123;,120,604800,2021-01-19T14:24:35+00:00,,,3XCC1ODXDLB4HHW4D0FDJ45XGQIQRS,A1L2N1X8U8Z3W7,Submitted,2021-01-12T14:27:19+00:00,2021-01-12T14:28:13+00:00,2021-01-19T14:28:13+00:00,,,,54,0% (0/0),0% (0/0),0% (0/0),NEDzm-039RfHHyQXEeUP2Q,h0ODf_rHyeKegIWuhQ7VMg,This is the premier place to remove unwanted hair or spider veins! The space is easy to get to and very clean. The technicians are extremely knowledgeable. All of my questions were answered and I felt extremely comfortable! If you have unwanted hair and never want to shave again Kivera Laser Spa is the place to go!!!,57,Health & Medical,NAbzG-XSoxxGeASRnzTtVQ,bEm98wh5b17t55NRPA959A,If you want to be strong go here. If you want to be fit go here. If you want to be bad ass all around go here PERIOD!!!! August runs an amazing CrossFit gym and has an amazing staff of great coaches.,42,Fitness & Instruction,6k5sqlJj-si5Jwx_zqNUHA,0pm3kjc9XH_F6AVd2FQJHg,"I tried a lot of coffees in Montreal and this by far the best I've found ! I love going there and have a chat with Jesse while he's making my coffee. Try the Gibraltar, it's really good !",40,None,fnlNfRMBsBeaQ2uVtORP0w,6ZowmeGmzHN2kf5MvbnsPw,"Dr. Naiman is the best! He's very knowledgeable and patient. Being a first time mom, I always go in with a million questions, and despite a busy schedule, he always takes time to answer every single question!<br/>He also has excellent bedside manner. I'm glad we found him!",50,Health & Medical,9o8jbOv_QeMu4wNz5qIwlg,c7_26aFTcgu169GTTQerSQ,Allie did my hair and it looks great! My hair was a gold/yellow blonde which I hated. It just needed some major help after a different salon visit.  Allie listened to exactly what I wanted and made it an ashier/more natural blonde. She is so talented and also so sweet! I will definitely be back again :),58,Hair Salons,,,2021-01-12T14:28:03.265Z,2021-01-12T14:27:53.478Z,2021-01-12T14:28:11.989Z,2021-01-12T14:28:08.220Z,2021-01-12T14:28:05.837Z,2021-01-12T14:27:45.422Z,2021-01-12T14:27:49.734Z,Win32,en-US,Tue Jan 12 2021 08:27:45 GMT-0600 (Central Standard Time),2021-01-12T14:28:11.989Z,None,Fitness & Instruction,None,Health & Medical,Hair Salons,0,1,1,1,1,4
3E22YV8GG16VGN53UEE6MVEQB81NPE,3XDA6L0PG0OMZKEWB2P3IUL28BSCWD,Classify business reviews into one of five classes,You will see a review describing a business. Your task is to decide which of the business types most closely matches the business described in the review.,"text, classification",$0.15,2021-01-12T14:24:35+00:00,1,BatchId:4300892;OriginalHitTemplateId:929448123;,120,604800,2021-01-19T14:24:35+00:00,,,373ERPL3YO8H9XOWU498O9GK0XHRT7,A13OMD8QDV0YON,Submitted,2021-01-12T14:30:43+00:00,2021-01-12T14:31:55+00:00,2021-01-19T14:31:55+00:00,,,,72,0% (0/0),0% (0/0),0% (0/0),762xLBC_-5S6kQvSS1dEkQ,rqEdYUD_r88JWhg3RC_cUw,"Nice, clean and big classrooms. Front desk and teachers are so friendly. Provides fire room for hot yoga and reduced heat yoga, which is really good! Sweat a lot during class, feel relaxed but not tired after class. Levels vary from beginners to advanced! Love it!",46,Fitness & Instruction,vR8WwP-JEXPalama3DOVPw,XlND6raBDs3cM0qTMuo8Pw,"Pretty standard Great Clips experience. Cheap haircuts with $7 trims, pretty decent quality. The best part is the efficiency - the staff works very quickly. Just make sure to use their online check-in to avoid or minimize the wait time at this location.",43,Hair Salons,91MRpWnyAhhtM_thsLXDTg,e0_aVXZofUW3eotdRX77iw,I absolutely love coming here! The dentist is patient and takes his time to explain everything in detail. I am absolute terrified of dentists but he made sure that I was okay the entire time. All of his staff members also are very sweet and caring.,46,Health & Medical,ePgomqaII-vpaYl04i00Tg,q3WDLHAtj3sqGo83yeFWMQ,"This was my first time visiting a Smoothie King location. I was a little overwhelmed by the menu, but the sweet girl behind the counter was super helpful and hooked me up with an amazing smoothie! I'm sad I didn't go back before we left town to get another one!",52,None,qVuqIGgDL7WDMu_f5-UM4w,un_vCJlJHkd4g5PrAxPJhg,"Got pedi+mani and upper lip wax for a total of $38 (before tip). Fair price and comfy environment. One flaw was that the tools could have looked cleaner (most of the tools are disposable ones, but some look dirty).",40,Nail Salons,,,2021-01-12T14:31:48.835Z,2021-01-12T14:31:54.335Z,2021-01-12T14:31:42.650Z,2021-01-12T14:31:38.978Z,2021-01-12T14:31:50.465Z,2021-01-12T14:31:32.790Z,2021-01-12T14:31:34.720Z,Win32,en-US,Tue Jan 12 2021 08:31:32 GMT-0600 (Central Standard Time),2021-01-12T14:31:54.335Z,Fitness & Instruction,Hair Salons,Health & Medical,None,Nail Salons,1,1,1,1,1,5
3IVEC1GSLPZWG5VGUEBOSSFBZ8QJ12,3XDA6L0PG0OMZKEWB2P3IUL28BSCWD,Classify business reviews into one of five classes,You will see a review describing a business. Your task is to decide which of the business types most closely matches the business described in the review.,"text, classification",$0.15,2021-01-12T14:24:35+00:00,1,BatchId:4300892;OriginalHitTemplateId:929448123;,120,604800,2021-01-19T14:24:35+00:00,,,3ND9UOO81K2YYGXDKPHNPHEKYZAWLC,A1L2N1X8U8Z3W7,Submitted,2021-01-12T14:27:57+00:00,2021-01-12T14:29:53+00:00,2021-01-19T14:29:53+00:00,,,,116,0% (0/0),0% (0/0),0% (0/0),7lv2VOwOB337y1oMpsfUCQ,ECrnIpV6-jl9Ncp212cQoA,"Went in for a haircut , didn't have an appointment. Signed in and there was no wait time or anything. Took over an hour to get my haircut. I should've left but needed a hair cut.<br/><br/>The hair stylists overall do a decent job but are too busy talking their heads off. They work slow and inefficiently.",58,Hair Salons,PhipUcn0sJXvfWcukO4VPg,mcDDETFyPv7-2y3t-YtMsw,"I've been dancing at Paragon for quite sometime. I enjoy the large practice party and lessons beforehand. It's pretty cheap, but you need to bring exact change a lot or it gets tricky. Music section is good, a lot of Latin which I can get anywhere in Phoenix. Some diversification would be nice.",55,Fitness & Instruction,6NQBakunhD-Eb1tIhZCZFA,_qptLUIlMUqd0WaQq1weWQ,"I was able to visit the new salon, and I was blown away by the beautiful space. The stations are so cute, and the vibe is super comfortable! Let's talk product! Kevin Murphy is a genius. My favorite is the ""un-tangled"". It refreshes my day 2 hair, creating pliability, and softness. Thank you for being awesome Khris.",59,Hair Salons,fyr2KQy_JQOUWKZpHwNBag,ZrqkbcCCfz9d78CFdBfhhg,Just moved to Las Vegas from California and I was recommended this nail salon through Facebook. It was an extremely extremely relaxing and enjoyable experience. Rose was extremely professional and kind. Immediately  they offered me a beverage and I found the entire salon to be really clean. I will definitely go back when I need a touch up!!,58,Nail Salons,p_40pMPhnVKg2fnY-d5OXA,-2X9U7v-Avoib-ki0y85bA,"I replaced my old A/C system and I will recommend Scottsdale Air to anyone looking for a great service. Dan Delgado the salesperson who explained all the options in detail and responded our concerns via email, text or a phone call, he was always available.<br/>The installation went very smooth and the technician were very professionals.",57,None,,,2021-01-12T14:29:33.114Z,2021-01-12T14:29:48.505Z,2021-01-12T14:29:27.178Z,2021-01-12T14:29:22.215Z,2021-01-12T14:29:52.385Z,2021-01-12T14:29:16.052Z,2021-01-12T14:29:18.821Z,Win32,en-US,Tue Jan 12 2021 08:29:16 GMT-0600 (Central Standard Time),2021-01-12T14:29:52.385Z,Hair Salons,Fitness & Instruction,Hair Salons,Nail Salons,None,1,1,1,1,1,5
3CMV9YRYP3196CZKNOT7C7OPXEVLJA,3XDA6L0PG0OMZKEWB2P3IUL28BSCWD,Classify business reviews into one of five classes,You will see a review describing a business. Your task is to decide which of the business types most closely matches the business described in the review.,"text, classification",$0.15,2021-01-12T14:24:36+00:00,1,BatchId:4300892;OriginalHitTemplateId:929448123;,120,604800,2021-01-19T14:24:36+00:00,,,3JZQSN0I3QAG12XHJ9A781NC7FYFGR,A1L2N1X8U8Z3W7,Submitted,2021-01-12T14:26:53+00:00,2021-01-12T14:27:44+00:00,2021-01-19T14:27:44+00:00,,,,51,0% (0/0),0% (0/0),0% (0/0),Z8qEOovwjh5Jw1pgKzzNXw,GF8ObpC7ftUkvQSO1z0-hQ,Some if the staff VERY Unprofessional and program really doesn't work. We felt like the Management / Owner/staff were a little racist. Program showed no results for us in three months. Went to St Joseph's program and saw results first week. Please do your homework before committing here. We recommend St Joseph's program IT WORKS..,58,Health & Medical,nIGN6Q532mtpxMDfmi3Kjw,4b6x6JtklgL3krPBPu7ttA,"I had my Lasik done on Saturday. So far, so good, with minimal issues. I had some dryness and blurriness for the first three days, which is normal and to be expected. After that, things cleared up and now I'm very happy with my vision. I would recommend Lasik of Nevada.",52,Health & Medical,gp1tde0kyL9Hg21WKvkQaQ,do6TMZHY7TXQrpOKtJVb6g,The worst gym ever!! They don't communicate terms and conditions with you and it is so difficult to remove yourself from the membership if you want to. The management is so unfriendly and rude. The training programs are such a waste of money. I wouldn't pay 10$ a month for this kind of gym.,56,Fitness & Instruction,DgGzTGBDeyvO_kmivt1GLw,VP76sUZgpuCoAS8UR8v0Qw,"This place is absolutely awesome! Everyone around you is encouraging you to get stronger and keep it up! The trainers really know what they're doing and the owner, Caleb, is walking around pushing everyone. I recommend this place to anyone looking for results!",44,Fitness & Instruction,A4g-LYPNhmqP4m2Ekw1bqQ,ShtFTY7_ahLHkcAaNZ4pKQ,I went to this branch at 20 minutes before closing on a weekend. I needed to withdraw us $ in large amount and didn't give them advance notice. The staff at the branch were very cooperative and managed to provided the much needed cash.,44,None,,,2021-01-12T14:27:27.484Z,2021-01-12T14:27:43.620Z,2021-01-12T14:27:34.682Z,2021-01-12T14:27:39.091Z,2021-01-12T14:27:32.079Z,2021-01-12T14:27:13.687Z,2021-01-12T14:27:15.773Z,Win32,en-US,Tue Jan 12 2021 08:27:13 GMT-0600 (Central Standard Time),2021-01-12T14:27:43.620Z,Health & Medical,Health & Medical,Fitness & Instruction,Fitness & Instruction,None,1,1,1,1,1,5
3HA5ODM5KAS51KU4OM4RRHDEKVASVG,3XDA6L0PG0OMZKEWB2P3IUL28BSCWD,Classify business reviews into one of five classes,You will see a review describing a business. Your task is to decide which of the business types most closely matches the business described in the review.,"text, classification",$0.15,2021-01-12T14:24:36+00:00,1,BatchId:4300892;OriginalHitTemplateId:929448123;,120,604800,2021-01-19T14:24:36+00:00,,,31N2WW6R9RQF7QLTOU3NP7Y33AU3F8,A33YZZF5DC3G05,Submitted,2021-01-12T14:30:13+00:00,2021-01-12T14:31:51+00:00,2021-01-19T14:31:51+00:00,,,,98,0% (0/0),0% (0/0),0% (0/0),BV429xdGOdM_1v5be1U69A,07Gig4RudlI1O3GREheTuA,Well let me the first to review them. I walked in at 5:30 and was turned away because they close at 6. They can not do a full set in 30 mins. I have never been turned away like that. Guess they didnt want my business.,47,Nail Salons,SoUWMb4WbCsqwSPvWUfNOQ,Xa1bV_mzquZSgb4G1frCSg,They over charge for nails & they look horrible the girl who did my nails sucks the acrylic was all bumpy when they were done I DO NOT RECOMMEND GO SOMEWHERE ELSE ended up paying $45 when last time I got the same exact nails for 35 !,46,Nail Salons,zFqk5s8nEeY2-YIA6r6qlw,6JRFtzzJUYZxFC7mWa9_xQ,"My experience with Nissan to be wonderful. My car is 5 years old and going strong. All of my maintenance has been done there as well. Purchase was great, my salesman stayed late to work with me on all the little things in the car. Pick would highly recommend them.  Thanks",51,None,9RM7xK-XnAOQbSGEZQ7Arw,hz3sO5aheQoHlNZkQpzZJQ,"This is my second time here for a pedicure. I was very happy with the service. The prices are reasonable. This will be my go to place, since I've broken up with Warner Nails, now that they have new owners.",41,Nail Salons,jq8wV7ugxmu_tONauPRzfA,fTH-Ta8flSElRTbmbHqYbw,Temika is the best! She is very friendly and great to talk to. I showed her a picture of what i wanted and she made it happen! I can not stop looking at my nails! If u need to get your nails done go to Temika!,46,Nail Salons,,,2021-01-12T14:31:39.314Z,2021-01-12T14:31:47.855Z,2021-01-12T14:31:23.389Z,2021-01-12T14:30:52.690Z,2021-01-12T14:31:00.510Z,2021-01-12T14:30:30.453Z,2021-01-12T14:30:39.503Z,Win32,en-US,Tue Jan 12 2021 08:30:30 GMT-0600 (Central Standard Time),2021-01-12T14:31:47.855Z,None,Nail Salons,None,Nail Salons,Nail Salons,0,1,1,1,1,4
306W7JMRYYY89MHP577M9EJ659NB8T,3XDA6L0PG0OMZKEWB2P3IUL28BSCWD,Classify business reviews into one of five classes,You will see a review describing a business. Your task is to decide which of the business types most closely matches the business described in the review.,"text, classification",$0.15,2021-01-12T14:24:36+00:00,1,BatchId:4300892;OriginalHitTemplateId:929448123;,120,604800,2021-01-19T14:24:36+00:00,,,3K772S5NP8B2VKSW848JBJEDAEWEH7,A6Z2XQKE7EKYK,Submitted,2021-01-12T14:26:56+00:00,2021-01-12T14:27:53+00:00,2021-01-19T14:27:53+00:00,,,,57,0% (0/0),0% (0/0),0% (0/0),icTvIo0mcP60DH4Z7adKkg,krxRB2LJGiWvGziQ3zeX4Q,"Contacted Ryan about treating a tree, he came out and gave me a quote, and I left message to take care of it.  He said it'd be three to four weeks but it's now nearing the end of the growing season and I haven't heard back.  Probably forgot.",51,None,V8AGsVr-7XnsFrTWoZX0HA,kdHIScjcjU3qnecxsOTmoQ,I'm never changing nail salon's. They are amazing! Every time I go I get treated nicely and what I love the most is they use clean/new tools with every person. Prices are reasonable too. Go to Chic Nails you won't regret it!,46,Nail Salons,guwuh4aCj5SOzJ3Q7QR1hA,ftx72aqADrNYmOlMytdtCg,I am thrilled with this cleaning service ! I am a Realtor and always need a reliable team to clean when a house sells and movers leave . Houses can be left a mess . These gals cleaned non stop last week for 15 hours and house is spotless ! Thanks ladies ! I will be calling you again !,54,None,Fs23HGUu7GT0CFs6clPSKA,UpPFx1a7mjboHjZZ031qhw,"LOVE IT! I have been going to Raw on and off for 5 years.  You will not find a better gym who's members, trainers, and admins all support each other.  It's a true family there.  No matter your size or ability this gym is for you.",48,Fitness & Instruction,GHq2WBCLUZ2kkDf4I3ZxrA,G29ggFZRbfgOiSqfwpLG2Q,Very nice friendly service. They werent clear about when they are coming to drop off my laundry and also they left some items behind but they solved problems pretty quickly and the most importantly the laundries were clean and nicely folded and very well delivered. I definately recommend this place.,50,None,,,2021-01-12T14:27:39.539Z,2021-01-12T14:27:49.178Z,2021-01-12T14:27:52.890Z,2021-01-12T14:27:42.482Z,2021-01-12T14:27:47.386Z,2021-01-12T14:27:27.292Z,2021-01-12T14:27:29.345Z,Win32,en-US,Tue Jan 12 2021 09:27:27 GMT-0500 (Eastern Standard Time),2021-01-12T14:27:52.890Z,None,Nail Salons,None,Fitness & Instruction,None,1,1,1,1,1,5
3QO7EE372ONEFQHLR1OMV546ZF9QBJ,3XDA6L0PG0OMZKEWB2P3IUL28BSCWD,Classify business reviews into one of five classes,You will see a review describing a business. Your task is to decide which of the business types most closely matches the business described in the review.,"text, classification",$0.15,2021-01-12T14:24:36+00:00,1,BatchId:4300892;OriginalHitTemplateId:929448123;,120,604800,2021-01-19T14:24:36+00:00,,,3HHRAGRYX85VS5N246NN3EA3V3UO9V,A6Z2XQKE7EKYK,Submitted,2021-01-12T14:27:20+00:00,2021-01-12T14:28:16+00:00,2021-01-19T14:28:16+00:00,,,,56,0% (0/0),0% (0/0),0% (0/0),B-57swvJTc-6d9E8VBYd4g,fJxuuXJLlONf7xdD3sp3rQ,"Maja salon is amazing! They always put so much care into my hair. I come here regularly for blowouts , I have the membership package for 2 blowouts a month. They always do an amazing quality job and I leave with beautiful hair.  Highly recommend them!",45,Hair Salons,9lP65Mebta2EU6ZhFwltJg,27-9hCiCX14fG22ZBtbnog,"Thank you Lanna, I would greatly appreciate that. I'm sorry I didn't mean to come off harsh I was just really upset when she told me she knew what looked beautiful and disregarded how I wanted my nails done.<br/>I will be in contact, thanks again for responding!",50,Nail Salons,Wn2gp33mNv227AFuXgZxAw,ZOzYE1IM07syQYm4RpmX4w,"Dimitri never disappoints.  I've been going to him for a few years now and I always leave the salon feeling young and sassy :)<br/>I would totally recommend him.  He's great with color, highlights and of course styling!  Check him out!",42,Hair Salons,PEe4VzzLlBtCCGVc9epMlA,L_qJXH3qw34SCKDvBVSpgA,This location was extremely low on staff. I waited about 3 hours to provide a urine sample. The staff was talking very loud about other patients private records and situations. Everyone in the crowded waiting room could hear the staff's conversation.,42,Health & Medical,2jQByWRwyh4egiDSS3-90A,22bHzHKZFL_lSyXxYp9ssA,"This place is very clean, staff friendly, access to equipment you don't have to wait, private and results oriented. I love that it's 24 hours and can get a very focused workout I would highly recommend. The owners care!!!",41,Fitness & Instruction,,,2021-01-12T14:28:01.986Z,2021-01-12T14:28:06.434Z,2021-01-12T14:28:16.162Z,2021-01-12T14:28:12.289Z,2021-01-12T14:28:09.281Z,2021-01-12T14:27:54.063Z,2021-01-12T14:27:57.962Z,Win32,en-US,Tue Jan 12 2021 09:27:54 GMT-0500 (Eastern Standard Time),2021-01-12T14:28:16.162Z,Hair Salons,Nail Salons,Hair Salons,Health & Medical,Fitness & Instruction,1,1,1,1,1,5
3L2OEKSTW9A4MUA0FZL6HPH7QI58Y5,3XDA6L0PG0OMZKEWB2P3IUL28BSCWD,Classify business reviews into one of five classes,You will see a review describing a business. Your task is to decide which of the business types most closely matches the business described in the review.,"text, classification",$0.15,2021-01-12T14:24:36+00:00,1,BatchId:4300892;OriginalHitTemplateId:929448123;,120,604800,2021-01-19T14:24:36+00:00,,,3FIJLY1B6U4MEFQGMS0U2A1486LFPV,A13OMD8QDV0YON,Submitted,2021-01-12T14:25:09+00:00,2021-01-12T14:26:16+00:00,2021-01-19T14:26:16+00:00,,,,67,0% (0/0),0% (0/0),0% (0/0),tY4Kk7u1ELSmlpqzF8_4cg,ZryXv7sKMvux6BDZLX8J5Q,"Love this place! I was always afraid of boot camp classes, but the team was so friendly and knowledgeable. They really worked with me and made sure I understood everything. Now I love boot camp! I definitely recommend  trying this location out! You will fall in love! It hurts so good!",51,Fitness & Instruction,KFV-k1X5oN16ljdpAgFuvw,99lbyLmO_HmK0rC-ens0JQ,I've been a customer here for more than 10 years they always do a great job I've never had any problem they're very patient with all the other customers patient with me I think it's an excellent shop,42,Hair Salons,AV8fnJUZM5TYkBeS4VVl1w,x2MDSX6k5-e3uInBV-9SVg,Wow!! Nice to find a place where they know what there doing.. I had my tattoo treatment and it finally worked!! I went to a diffrent place before and nothing even happened.. I found out they do facial and booked it for next week.. What a hidden gem!!,48,Health & Medical,NKbgy9hdFHT2mHgsH_2JDw,KDB_wMKgNcrXcqXMBVtgIQ,Pleasantly surprised by this place!  John was very friendly and personable and gave a great pedicure.  Very meticulous with the polish and gave a wonderful scrub and leg massage.  The owner was also very friendly and accommodating.  Reasonably priced too! I'll defenitely go back!,45,Nail Salons,a2M2SgWToArI3-mQzwMIAg,rgCbrduwhtVo5_SG0fI8pQ,"Awesome Dance Studio with Amazing instructors. Stephanie is great, she's fun, and teaches very well. This was my second week and I've had a blast. I can't wait to go back. If you have been thinking about taking some classes I highly recommend this place. I personally love it!",52,Fitness & Instruction,,,2021-01-12T14:25:47.607Z,2021-01-12T14:26:04.347Z,2021-01-12T14:25:42.552Z,2021-01-12T14:26:10.415Z,2021-01-12T14:26:14.370Z,2021-01-12T14:25:15.396Z,2021-01-12T14:25:19.639Z,Win32,en-US,Tue Jan 12 2021 08:25:15 GMT-0600 (Central Standard Time),2021-01-12T14:26:14.370Z,Fitness & Instruction,None,Health & Medical,Nail Salons,Fitness & Instruction,1,0,1,1,1,4
