HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.review_id_0,Input.business_id_0,Input.text_0,Input.len_0,Input.label_0,Input.review_id_1,Input.business_id_1,Input.text_1,Input.len_1,Input.label_1,Input.review_id_2,Input.business_id_2,Input.text_2,Input.len_2,Input.label_2,Input.review_id_3,Input.business_id_3,Input.text_3,Input.len_3,Input.label_3,Input.review_id_4,Input.business_id_4,Input.text_4,Input.len_4,Input.label_4,Approve,Reject,complete-time-0,complete-time-1,complete-time-2,complete-time-3,complete-time-4,load-time,start-time,worker-platform,worker-language,worker-local-time,end-time,Answer.label_0,Answer.label_1,Answer.label_2,Answer.label_3,Answer.label_4,is-correct_0,is-correct_1,is-correct_2,is-correct_3,is-correct_4,total-correct
3PIOQ99R7YM88SDZB0D0W11PJNUUNE,31S093JAJ7BQ5M3FTZFY7PKO8CUWR2,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2021-01-08T20:02:56+00:00,1,BatchId:4298183;OriginalHitTemplateId:929448123;,120,604800,2021-01-15T20:02:56+00:00,,,3WQQ9FUS6AUBV6FJV9CNXYFT3IYB8X,AVFHRN0S32V2H,Submitted,2021-01-08T20:08:52+00:00,2021-01-08T20:09:22+00:00,2021-01-15T20:09:22+00:00,,,,30,0% (0/0),0% (0/0),0% (0/0),AAXD4uvaDcrDU9gE-QcDDA,ckQdUPdUOX18yOhE2aV8sA,"Love this place! The service is great, food is great, atmosphere is great, prices are great! Its just a win-win. We spent $20 (two meals, shake, and tip) and left extremely full and satisfied! We will definitely be back.",40,Restaurant,eNMN6qhav2nFahaMC_WbgQ,KZ4DHPmLk9g2O5wo0StOig,My husband went here for a year 2014 this Alamo became arrogant and ruder. What a joke this guy only want the money. He made my husband and others wait anywhere from 90min to 2hours! He has many trades and being a Dr. Is not one. Avoid the guy!,49,None,q9r1T6lJbYLWNF3RflQTzw,_C_R727UNX1SgSHkdZTXeQ,"Came here with some friends. I like that they have things like halal pepperoni. I liked the chicken pesto deep dish.<br/>As long as you don't expect or compare it to authentic ""Chicago "" style pizza it's a good pizza. You just can't compare it to Chicago Deep dish.",51,Restaurant,nua9y6z8s4QsKlvZqUwHkA,KJKHHGpvSjtuFt1YcpUHug,The only pizza place that I found that never burns a gluten free pizza!  It's perfect ever time!  Have never had a bad experience!  Definitely my fav place to go when I need a pizza fix.  2 thumbs up,40,Restaurant,2tWG5gcTvGVP3AGag8Vaog,SkdgjduPd1W1jzJBnJWRXQ,"Close this joint already. I will never understand how a chicken place runs out of the whole freaking menu 4 hours before closing time. Only legs and thighs, in one flavor, really?<br/><br/>So either supreme laziness is the culprit or a poorly managed location, either way forgetaboutit.",47,Restaurant,,,2021-01-08T20:09:21.296Z,2021-01-08T20:09:11.148Z,2021-01-08T20:09:15.052Z,2021-01-08T20:09:12.988Z,2021-01-08T20:09:18.226Z,2021-01-08T20:08:58.107Z,2021-01-08T20:09:02.003Z,MacIntel,en-US,Fri Jan 08 2021 12:08:58 GMT-0800 (Pacific Standard Time),2021-01-08T20:09:21.296Z,Restaurant,None,Restaurant,Restaurant,Restaurant,1,1,1,1,1,5
3VI0PC2ZAYKI7H76HKO0VX0Y3FGXOO,31S093JAJ7BQ5M3FTZFY7PKO8CUWR2,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2021-01-08T20:02:56+00:00,1,BatchId:4298183;OriginalHitTemplateId:929448123;,120,604800,2021-01-15T20:02:56+00:00,,,3U088ZLJVKTL1K8RVWV4RXMWUL40WF,AVFHRN0S32V2H,Submitted,2021-01-08T20:09:19+00:00,2021-01-08T20:09:43+00:00,2021-01-15T20:09:43+00:00,,,,24,0% (0/0),0% (0/0),0% (0/0),EnkYi1kUQId_-ujyJyLShg,o-9MnP5n-qN7cRma5lra6g,Tremendous service. Ryan is very honest.  My transmission was flaky.  Told me to take my ford to the dealership as the 5 year warranty would cover the cost. <br/><br/>He would rather lose the $3000 than lose the customer.  That is a true gentleman.,43,None,zxpo7jF63u5eetksjel_eA,5K3hqPjVDFy4CX3-gUKiKw,"Good service...friendly staff and great pizza!!<br/>I've been here twice and both times good food!<br/>Pizza is a bit pricey for having to take it home and cook it yourself..BUT!.....not your run of the mill pizza chains! ""I'll be bock""!!!",45,Restaurant,psGM_ajA8stJNDa6dT937g,74oVCMIk5NK6nMHwCbfMYQ,"My go to tire shop for 25 + years,  last visit terrific, a great experience ,knowledgeable staff, super friendly, , they are fast even when they are busy, they hustle and are hard workers,still take the time to explain everything.  Super",40,None,KuQY6z7EaQ8y9ik2t8-cnQ,FJ5dkwgGMCnpvANfVPH5uQ,I have been here several times but the last time I visited one of the employees asked me to wait and started some other clients work. She didn't even bother to tell me that i have to wait for half n hour. Extremely unprofessional and rude behaviour on her part.,51,None,Q7SXscjvS1junR5v2wkt1A,Jyub3kujlSOTgxwr9wEKFQ,"This place's aren't rlly good.<br/>Service suck , they move slow they serve slow. They even gave us two same check.<br/>The food overall taste ok, below average . Especially its meat are dry and thin. For the same price, I can get twice the meat, twice the veggies <br/>This is for Shabu Shabu",54,Restaurant,,,2021-01-08T20:09:31.432Z,2021-01-08T20:09:33.254Z,2021-01-08T20:09:28.787Z,2021-01-08T20:09:39.475Z,2021-01-08T20:09:42.907Z,2021-01-08T20:09:23.881Z,2021-01-08T20:09:26.605Z,MacIntel,en-US,Fri Jan 08 2021 12:09:23 GMT-0800 (Pacific Standard Time),2021-01-08T20:09:42.907Z,Restaurant,Restaurant,None,None,Restaurant,0,1,1,1,1,4
3IKMEYR0LWVYGAJUV3BEYQPT6162KZ,31S093JAJ7BQ5M3FTZFY7PKO8CUWR2,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2021-01-08T20:02:56+00:00,1,BatchId:4298183;OriginalHitTemplateId:929448123;,120,604800,2021-01-15T20:02:56+00:00,,,3GNCZX450INRIO98BCE2O9QDAACAPK,AVFHRN0S32V2H,Submitted,2021-01-08T20:05:08+00:00,2021-01-08T20:06:03+00:00,2021-01-15T20:06:03+00:00,,,,55,0% (0/0),0% (0/0),0% (0/0),1xOy9FcwFLVPRk7fKj6fqQ,NtfAbj7MSj5IOhAsGM0-5w,Always a solid choice for lunch when your tired of regular sandwiches and subs.  Can't go wrong with the Tasty Turkey on the Asiago bagel.  Service is fast and friendly.  This particular location is clean as well.  I recommend the Jalapeño chips.  Some of my favorites around! Enjoy,49,Restaurant,6_nrg02-LlWcBz8IrR_QfA,hvqlnqSFPdA2G_n3bryedQ,I love this place! I love the clothing and the backpacks! The store was neat and clean. It smelled great in here. Like incense. I can dig it. Clothing seemed to be in pretty good quality. It's still together. I love this place. Wish they had more clothes in here! I'll definitely come back!,56,None,y-zs8kGdo14wNFHjaX3NtA,1fG7Xg4dLzcKIApzJiXtXw,"Our first time was unexpected, so we'll be fair. We asked for mild, our mistake cuz it was still too hot. The sauce was Thai style sweet and sour with extra chili kick.<br/>We'll ask for sweet soy sauce instead. We will be back try try other dishes.",50,Restaurant,j82-fMh_TryRdInAymBlgQ,Kx0MUrNQ737s-VVElk6Vig,The location isn't the safest the only thing I liked was that they give you beans and cheese with chips instead of regular salsa. The menudo had no hominy which sucked because its the best part and she didn't tell us when we ordered it,47,Restaurant,ur2Uetg43aVhA43Ah7iTrw,l8pqOY97fck-p0j4_oeuzA,Do not get your car washed here. It doesn't work. It literally stopped working mid-wash - there was only a small trickle of water. Tried calling for a refund and only found a fax number. Avoid this car wash.,40,None,,,2021-01-08T20:05:54.699Z,2021-01-08T20:06:02.732Z,2021-01-08T20:05:50.842Z,2021-01-08T20:05:56.949Z,2021-01-08T20:05:53.159Z,2021-01-08T20:05:39.681Z,2021-01-08T20:05:43.810Z,MacIntel,en-US,Fri Jan 08 2021 12:05:39 GMT-0800 (Pacific Standard Time),2021-01-08T20:06:02.732Z,None,None,Restaurant,Restaurant,None,0,1,1,1,1,4
3YD0MU1NC21ZQY7EPOFK0335C5YA78,31S093JAJ7BQ5M3FTZFY7PKO8CUWR2,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2021-01-08T20:02:56+00:00,1,BatchId:4298183;OriginalHitTemplateId:929448123;,120,604800,2021-01-15T20:02:56+00:00,,,3YOH7BII097AZLFQ9F0QOFIR1A8KVV,AVFHRN0S32V2H,Submitted,2021-01-08T20:12:06+00:00,2021-01-08T20:13:02+00:00,2021-01-15T20:13:02+00:00,,,,56,0% (0/0),0% (0/0),0% (0/0),BcOK3rt--ycRhWOptDHnYg,IoUtQRoXPuDcAsfp-Q7CLQ,Their handmade Siu mai is soooooo big and al dente. I went at around 5 pm and they have a tea set 6 siu mai and a chrysanthemum tea for $5. <br/><br/>The tea is very refreshing and taste natural. To be honest I am pretty filling. I am definitely coming back again for the siu mai.,56,Restaurant,fYlU-aWHg6p-yqTclyjF7A,CHhrq03lsGLTMOaIzKpaqA,Every employee who works here smokes. The whole store stinks like cigarettes. Ugh! They stand right outside one after another and smoke as it blows right back into be store. Every one of them that we spoke to reeked of smoke!,41,None,39d4nNaewjWMvs0jtQSQMg,sMjp-FVZ8a3ymXUTtiZ7pQ,"Very helpful clinic: clean location, knowledgeable and attentive veterinarians.  They get a ton of business from the area, so the waits can be a bit long - definitely call in advance if you can to make a time.  Prices feel high, though I have not done a lot of comparison shopping.",50,None,DjzZFWlaV-24Zy0Y8yua5g,OXBgdsTHSFLveo0Dm61hYQ,"Excellent service and knowledge of the products. Kris was very helpful and friendly, super rad chick! Thank you for the torch exchange! I'm gonna keep coming back to happy daze for sure. I would recommend this place over a lot of other smoke shops in Vegas. Thanks again for being so awesome!!",53,None,tkbg08AYWeV3cAls2FZLAg,D5__fYot23tvzpewkGHB1Q,Thank you so much!  I have been smoke free for 32 days now after 30+ years of smoking. If you want to quite smoking the cold laser is the way to do it. There is no pain and Eileen explains everything to you. This is well worth the health benefits. I am so proud that I have quite smoking.,59,None,,,2021-01-08T20:13:01.198Z,2021-01-08T20:12:48.645Z,2021-01-08T20:12:54.629Z,2021-01-08T20:12:58.679Z,2021-01-08T20:12:52.717Z,2021-01-08T20:12:38.441Z,2021-01-08T20:12:41.905Z,MacIntel,en-US,Fri Jan 08 2021 12:12:38 GMT-0800 (Pacific Standard Time),2021-01-08T20:13:01.198Z,Restaurant,None,None,None,None,1,1,1,1,1,5
3I7SHAD35MW0SZG3MR5P9UY56MN7MP,31S093JAJ7BQ5M3FTZFY7PKO8CUWR2,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2021-01-08T20:02:56+00:00,1,BatchId:4298183;OriginalHitTemplateId:929448123;,120,604800,2021-01-15T20:02:56+00:00,,,37U1UTWH9VMYBDW8R6YDXDKXL408R6,A2NHFSO7GMM8QR,Submitted,2021-01-08T20:03:13+00:00,2021-01-08T20:04:08+00:00,2021-01-15T20:04:08+00:00,,,,55,0% (0/0),0% (0/0),0% (0/0),kxNJJV3rAX1K7VRpHuq9nw,677d4SLQEryJNM-FFRqyxg,"Modern, contemporary, spacious, relaxed, light. Self serve flavored water.  Orders made at the counter but drink and food brought to your table. Silverware is self serve. Nice big windows look out to clean sidewalks with architecturally interesting buildings.  Food is presented in pleasant way.  My Danish was delicious. Quiche was perfect.",51,Restaurant,qqnGMv3KVbBTNbgrQmSYZw,lNCNWyZcBw5YzMXi5f5-ww,Exceptionally clean and the ladies here are fabulous!  Very attentive. I don't stop here often but when I want to have friendly conversation and nice hot food this has become my morning spot ;-) excellent job ladies keep it up!!!,40,Restaurant,ETGZRgKx_qt7KsOGJxDmXw,cf5UJ-8Ig92X8mcFKinCHg,"Veronica is amazing at what she does.. you can tell she truly loves doing hair..She spends time making sure she understands what you want, them gives suggestions to ensure the results will be Amazing. My daughter and I have been going to her for almost a year and will continue to go.<br/>I highly recommend Veronica!!!!!!",57,None,ovMUoKyWrEtnK0cEe29J2Q,CYD_it997VNrA3gGB5Snnw,I really liked this place. The beers were nice and cold while the food is steaming and fragrant. I lived the lattice fries and burger. The pub itself is nice looking in the heart if st Clair west. There's a little patio out front that often is full in the summer.,52,None,8Ril3DoPk9igUs_MZCOkmw,_Sx9XCDistFkOTq4ZHm09A,Been here 4 times now and have always had a great experience. The bar staff is fantastic-attentive but courteous!  Great happy hour specials including half off appetizers. A huge selection of draft beers all of which are also on HH special. If you are ever hungry I definitely recommend the loaded nachos!,53,Restaurant,,,2021-01-08T20:04:05.883Z,2021-01-08T20:04:01.203Z,2021-01-08T20:03:53.594Z,2021-01-08T20:03:56.578Z,2021-01-08T20:03:44.715Z,2021-01-08T20:03:24.748Z,2021-01-08T20:03:35.798Z,Win32,en-US,Fri Jan 08 2021 12:03:24 GMT-0800 (Pacific Standard Time),2021-01-08T20:04:05.883Z,Restaurant,Restaurant,None,Restaurant,Restaurant,1,1,1,0,1,4
30Z7M1Q8UYK3QCCXZT7QE3Z0NP4A8V,31S093JAJ7BQ5M3FTZFY7PKO8CUWR2,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2021-01-08T20:02:56+00:00,1,BatchId:4298183;OriginalHitTemplateId:929448123;,120,604800,2021-01-15T20:02:56+00:00,,,3UOUJI6MTDEG66PX385AINOAJCDUX4,A22DF0EWILGRLV,Submitted,2021-01-08T20:06:26+00:00,2021-01-08T20:08:01+00:00,2021-01-15T20:08:01+00:00,,,,95,0% (0/0),0% (0/0),0% (0/0),brrXDKoCHf_wjPOkO--Y4g,XgRDG9E_WLEbl8S-QUqQkQ,Ohhh man this place has the most delicious butter burgers you've ever had in your life I'm talking about calorie blasting heart vessel clogging butter burgers delicious I think I'm going to give me one right now!!,40,Restaurant,pTdx9WcWshbEEL0_ACssyg,TL0k1WXn9PAF7CTE8Cs6lA,"This restaurant has been rated as one of the best thai places in the area. In my experience this is very far from the truth.  I had the red curry chicken and my date had the spicy basil chicken.  The chicken in both dishes was strangely textured, neither looked appetizing and were barely mediocre in flavor.",56,Restaurant,FayTjByrjaM-3Evbm26C5w,x8-MzrVwJCwzqoACL21AJw,"I have tried Pizza Di Roma on a few occasions now.  Very average food overall.  The pizza was nothing special, not bad, but not great either.  The best thing I ever had here was a calzone was actually pretty good.  It was enormous and was cooked perfectly.  The buffalo flavor was also really good.",54,Restaurant,IHc7d25qi9E8zcV-o5xehg,glArJuDsw-oh9vxSuDpMIA,"Yes!!! Thank you so much for my daughters driving lessons it was so stress-free as a parent to have somebody else help out. She actually liked and enjoyed her., and said it helped build her confidence! I definitely recommend for anybody looking for that experience and confidence and driving",50,None,qJuyJKiChFZ73T4tYq8dGQ,Jb0SZLgQafaMRSCt4NPBbQ,"Horrible experience with just applying to this apartment community. Everything was great until they received my money. Then they stopped answering phones, never returned voicemails. The agent Talisha, hung up on me. She has a horrible attitude and was no help.",41,None,,,2021-01-08T20:07:57.032Z,2021-01-08T20:07:47.129Z,2021-01-08T20:07:49.297Z,2021-01-08T20:08:00.866Z,2021-01-08T20:07:53.312Z,2021-01-08T20:07:42.668Z,2021-01-08T20:07:44.509Z,Linux x86_64,en-US,Fri Jan 08 2021 15:07:42 GMT-0500 (Eastern Standard Time),2021-01-08T20:08:00.866Z,Restaurant,Restaurant,Restaurant,None,None,1,1,1,1,1,5
3YCT0L9OMM9STFLVMVI0H0J1YQ9SNW,31S093JAJ7BQ5M3FTZFY7PKO8CUWR2,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2021-01-08T20:02:56+00:00,1,BatchId:4298183;OriginalHitTemplateId:929448123;,120,604800,2021-01-15T20:02:56+00:00,,,3VJ40NV2QINECKWG2CS4UEBFOU2OT3,A15XX0WDRG29E7,Submitted,2021-01-08T20:12:37+00:00,2021-01-08T20:13:29+00:00,2021-01-15T20:13:29+00:00,,,,52,0% (0/0),0% (0/0),0% (0/0),v-ENfYkYe7LpLT1BTxZ8mA,iqm-hVqJFLajFY3Ps1YhmQ,OMG. Worst show ever. The original show they had back in the day was awesome. I cant believe how bad this was.  Worst plot and acting I have ever seen.  It was free but I want a refund of the 4 minutes I stayed around.  Sad stuff,47,None,rTC-qeUaQUO8VKu8z1TJ-Q,wao8YhDY_al99JSrHl3Qow,These guys completely butchered something that's a super easy thing to make (spaghetti bolognese).  I feel like they shouldn't be in the cha chaan teng business.  They should stick to their congee/noodles/rice which they are decent with at least.,43,Restaurant,RVFwg3QRcwz4tWvcJr5Dng,TYDHF-1WRblen2Gup0jQUg,"Same day review - Wow, i just got my 4 wisdom teeth out, what a piece of cake that was, don't believe the horror stories you read online, Dr Steve Huang is the best I recommend him and his team 100%!!! If you need your wisdom teeth out, this is the place you need to be !!!!! -corey",57,None,aQ98wueE4uAACRRMcweh6w,E7VI2THw0MgtF7rJICDO7w,I love these guys.  They knew which school we go to based on what we asked for. Inquired about Dashi's health without being told who our Grandmaster was. Knew Dashi was in mortal peril before we did. This place will forever have my business because of their heart.,49,None,4PnzDdaqCVGosmZuAb0-ww,XAILRNmf0p-P_KRqdc0S7w,Drove all the way there many miles because it showed they have the soda I wanted on their website however when I got there they said they're out of it so one star for not having what's advertise andmy advice to you is to call before you bother driving all the way there I left empty handed,59,None,,,2021-01-08T20:12:58.035Z,2021-01-08T20:13:22.783Z,2021-01-08T20:13:27.943Z,2021-01-08T20:13:18.169Z,2021-01-08T20:13:08.569Z,2021-01-08T20:12:37.917Z,2021-01-08T20:12:46.678Z,Linux aarch64,en-US,Fri Jan 08 2021 12:12:37 GMT-0800 (Pacific Standard Time),2021-01-08T20:13:27.943Z,None,Restaurant,None,None,Restaurant,1,1,1,1,0,4
3LN50BUKPVB5SN2II1YR93A16B2PLB,31S093JAJ7BQ5M3FTZFY7PKO8CUWR2,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2021-01-08T20:02:56+00:00,1,BatchId:4298183;OriginalHitTemplateId:929448123;,120,604800,2021-01-15T20:02:56+00:00,,,33NF62TLXJ218QFWSQM7LR7X6N1KJA,AVFHRN0S32V2H,Submitted,2021-01-08T20:11:21+00:00,2021-01-08T20:11:53+00:00,2021-01-15T20:11:53+00:00,,,,32,0% (0/0),0% (0/0),0% (0/0),jrOvD8Zre3L0qJ3AlkGThw,H069fdb1NOIhFaIuLzAf1g,"8:22pm We don't have enough food for you. Go away this is all we have. Nice job.  If you're going to be open for another thirty eight minutes, you might want to consider making some more food.",40,Restaurant,OhTPAirzBrH9wwPm3E9kvA,oXJstptbVkL5dZ5p4YYYaQ,"Ate here with my family and it was disgusting. Food is gross, atmosphere is terrible, and the place was dirty. I felt inspired to write this comment after learning they got a C from the health department, but bargained there way with another visit to have the score changed. Yuck!",50,Restaurant,xeCLjKCbbVOmaPVZh9F6dg,orPLIk8z94hckbZm0FXY6Q,"This is my favorite bowling alley in the Pittsburgh area. Everyone who works here is great. They helped me get started in my new hobby! Highly recommend Ed at the Pro Shop as well. Friendly, helpful people bowling who encourage each other. Leagues also available and very welcoming.",48,None,0qEf6hxdIgTYlcozw_WfNA,UFle_ut85Bq54KDnhprhaA,We purchased an air conditioner from STAT in August. Sean was very friendly to deal with. He had our unit installed within a week of us calling him. We received excellent service and the price was great as well. I would recommend STAT for sure!,45,None,7ekizO1lcGwFjogBvCxlQw,Y9ia4giP4Li4s_GAxan8EQ,This is a great company. I've used them several times and have been thoroughly impressed with their service. When I go out of town I feel very comfortable giving them the responsibility of taking care of my pet. I will no doubt use them in the future.,48,None,,,2021-01-08T20:11:48.693Z,2021-01-08T20:11:43.056Z,2021-01-08T20:11:41.143Z,2021-01-08T20:11:52.765Z,2021-01-08T20:11:38.590Z,2021-01-08T20:11:30.049Z,2021-01-08T20:11:33.798Z,MacIntel,en-US,Fri Jan 08 2021 12:11:30 GMT-0800 (Pacific Standard Time),2021-01-08T20:11:52.765Z,None,Restaurant,None,None,None,0,1,1,1,1,4
334ZEL5JX6FAB0L7NAIDWPJ6O0ESOB,31S093JAJ7BQ5M3FTZFY7PKO8CUWR2,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2021-01-08T20:02:56+00:00,1,BatchId:4298183;OriginalHitTemplateId:929448123;,120,604800,2021-01-15T20:02:56+00:00,,,3YHH42UU5BF5QQWSRIO2IM5GWE0L07,AVFHRN0S32V2H,Submitted,2021-01-08T20:12:21+00:00,2021-01-08T20:13:23+00:00,2021-01-15T20:13:23+00:00,,,,62,0% (0/0),0% (0/0),0% (0/0),q8b4l3Vw-YieDUTD_LcFYg,V4grJe-q0xBiU2PBrxk96Q,"Wow! I had never tried fired pie before today! Loved the Mediterranean pizza! The flavor was incredible and at a great price! Had two free pookies (barely baked cookie with ice cream), they were absolutely incredible!!! Will return!  Awesome spot to stop at while shopping, highly recommend!",47,Restaurant,HYMfUslYgPAnbM_FJy8b2Q,0BYDwNeUmXKnOvgt6CqjSA,Horrid parking arrangements. Not enough parking at each level. If no parking at your level then you will need to park on the top level (6 floors up with broken elevators) if there are any spots at all. If you don't own a car then your fine. Apartment location is good.,52,None,2rbzMdew6MC781SjX2UKLA,-m3VtLuy5sEzpJoOU5zYUg,It's nice and comfortable in the restaurant with lots of parking. I really think the TVs and comfortable booths are a nice touch. It almost makes you forget your at a McDonald's and think your at a regular restaurant. Plus the quarter pounders are made fresh so they taste a lot better.,54,Restaurant,-G6QVTVgaem20tAs9VAlQA,HLD7DcAZGuLZewPHr1r6Ww,"If you and your buddy were the only two people to survive the zombie apcolypse, and there was no food left in the world.  And you came across Brown Sugar - and they still had food... I'd eat my buddy if I were you.",44,None,0PLH48B8RV6UdxbRvXbOcQ,lU5SyqwRlKS7cNj2DrCpGA,"As far as garlic knots and cannoli's go, they are pretty good (no one has better garlic knots and only New Eagle Bakery has better cannoli). They've improved their pizza a great deal since I first had it. Only issue is the very long wait time. More than an hour and a occasional missing items.",57,Restaurant,,,2021-01-08T20:13:16.297Z,2021-01-08T20:13:13.934Z,2021-01-08T20:13:20.752Z,2021-01-08T20:13:10.537Z,2021-01-08T20:13:22.619Z,2021-01-08T20:13:04.748Z,2021-01-08T20:13:07.375Z,MacIntel,en-US,Fri Jan 08 2021 12:13:04 GMT-0800 (Pacific Standard Time),2021-01-08T20:13:22.619Z,Restaurant,None,Restaurant,Restaurant,Restaurant,1,1,1,0,1,4
3HEA4ZVWVDMNXOHE6Z96U89NTL255I,31S093JAJ7BQ5M3FTZFY7PKO8CUWR2,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2021-01-08T20:02:57+00:00,1,BatchId:4298183;OriginalHitTemplateId:929448123;,120,604800,2021-01-15T20:02:57+00:00,,,37WLF8U1WPQPKV0P87SICN2SKHGK63,A22DF0EWILGRLV,Submitted,2021-01-08T20:05:58+00:00,2021-01-08T20:06:38+00:00,2021-01-15T20:06:38+00:00,,,,40,0% (0/0),0% (0/0),0% (0/0),md9UTE27HkjxJpiiXu46xg,h3QErqS3OZgLJ5Tb6-sLyQ,"Was working near the area and dropped by for lunch. Honestly, the fried chicken is amazing! The beef and veggies is also pretty good. But what tops the cake is the service. The lady was just the sweetest.  Too bad I live quite far from here to drop by regularly.",50,Restaurant,KYFZU8HhHaGNdwmw7o-KNA,RNrXtln4MZilhYvMpREzUw,Great little hidden gem...owner is super nice and passionate - he takes his sandwiches seriously and you can tell. Top quality ingredients with awesome bread from Arhoma bakery. This place is 100% worth checking out. Bonus tip - these guys are open Monday which is not so easy to find in Saint-Henri.,52,Restaurant,P_uzb1OSuZr9zKCLkXjK0w,R9sQyEnO1qtcFugU03pOjg,"I took my cat there for a check up and waited 5 hours in the waiting room, not sure why, there were no other customers there. Unprofessional staff and all they cared about was how the bill was going to get paid.  I do not recommend.",46,None,kkBafK4nhG_uf1GicrpHQQ,WOQNQx7SrMalJMXFENitpg,My girlfriend and I just ate at here tonight for the first time. The person behind the counter was super helpful and gave us samples. The samples really helpful in making our order. I would recommend this place to my friends.,41,Restaurant,41e58eZahzxB6yHBvtJvaA,qWWVizgVxBaXXbE8Y-7-qA,Average pizza. Customer service was bad. Store was grimey. I stood for the whole time I was there because I did not want to touch anything or have any surfaces touch my clothes. I won't buy from this location again. I'll go with Pizza Nova instead.,48,Restaurant,,,2021-01-08T20:06:32.040Z,2021-01-08T20:06:38.263Z,2021-01-08T20:06:23.330Z,2021-01-08T20:06:26.536Z,2021-01-08T20:06:35.216Z,2021-01-08T20:06:16.371Z,2021-01-08T20:06:18.315Z,Linux x86_64,en-US,Fri Jan 08 2021 15:06:16 GMT-0500 (Eastern Standard Time),2021-01-08T20:06:38.263Z,Restaurant,Restaurant,None,Restaurant,Restaurant,1,1,1,1,1,5
